Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
"Caucasian (North African, Other)",19,Yes,Male,Right,From Google,United States,3.3,4,3.4,2,3.3
"Caucasian (North African, Other)",19,Yes,Male,Right,From Google,United States,1.7,4.5,3.4,3.8,3.8
"Caucasian (North African, Other)",19,Yes,Male,Right,From Google,United States,2.6,2.7,3.8,2.5,3.8
"Caucasian (North African, Other)",19,Yes,Female,Left,From another page on the test website,United States,4.3,3.6,4.9,3.9,2.9
"Caucasian (North African, Other)",19,No,Female,Right,From another page on the test website,Brazil,2.5,2.9,3.8,3,3
"Caucasian (North African, Other)",19,No,Female,Right,From another page on the test website,Canada,2.4,2.4,4.2,2.2,4.4
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,Canada,2.2,3.9,3.2,3.5,3.6
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,Canada,4.9,3.5,4.4,3,4
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,Egypt,1.6,4,2.2,2.3,2.3
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,3.1,2.2,3.6,3.6,3.5
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,1.6,4.2,3.3,2.9,4.5
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,1.6,4.5,4,2.4,3.4
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,3.2,2.4,4.4,3.9,3.7
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,4.1,2.7,4.8,4,4.6
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,1.7,2.9,4.6,3.5,4.3
"Caucasian (North African, Other)",19,Yes,Female,Right,From another page on the test website,United States,4.4,3.2,4.1,3.4,4.4
"Caucasian (North African, Other)",19,Yes,Male,Left,From another page on the test website,United States,2.4,3.5,2.4,2.8,4.2
"Caucasian (North African, Other)",19,No,Male,Right,From another page on the test website,India,2.4,3.4,3.4,3.6,5
"Caucasian (North African, Other)",19,Yes,Male,Right,From another page on the test website,United States,2.4,2.4,3.6,3.2,4.5
"Caucasian (North African, Other)",19,Yes,Male,Right,From another page on the test website,United States,3.4,3.8,3.6,1.9,3.3
Indigenous Australian,19,No,Female,Right,From another page on the test website,Australia,2.9,2.6,3.2,2.6,2.9
Native American,19,Yes,Female,Left,Other source,United States,4.1,2.5,4.4,3.1,3.5
Native American,19,No,Female,Right,Other source,United States,3.6,3.3,4.3,3.2,3.1
Native American,19,Yes,Female,Right,Other source,United States,3,3.4,4.1,3.7,4
Native American,19,Yes,Female,Right,Other source,United States,3.8,3.1,4.3,3.6,1.8
Native American,19,Yes,Male,Right,Other source,United States,1.9,3.7,3.9,3,3.2
Native American,19,Yes,Female,Right,From Google,Canada,2,2.4,4.4,2.2,4.4
Native American,19,Yes,Female,Right,From Google,United States,3.5,3.6,4.9,4.3,4.1
Native American,19,Yes,Male,Right,From Google,United States,1.7,3.6,4.2,2.6,3.1
Native American,19,Yes,Female,Left,From another page on the test website,United States,2.1,3.1,4.2,4.6,2.2
Native American,19,Yes,Female,Right,From another page on the test website,Canada,2.4,2.9,2.9,2.9,4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Female,Right,Other source,"Korea, Republic of",3.1,2.7,3.1,3.2,3.3
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Male,Both,Other source,United States,2.5,1.5,3.8,4.1,4.4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Male,Right,Other source,Indonesia,3.1,3.6,3.3,3.8,4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Male,Right,Other source,"Korea, Republic of",2.4,4,2.3,3.7,2.7
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Female,Right,From Google,United States,2.3,3.4,3.7,3.2,3
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Female,Right,From Google,United States,4.3,2.1,3.5,3.8,4.4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Female,Right,From Google,United States,2.1,3.6,2.1,3,3.7
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Male,Right,From Google,Thailand,3.1,3.4,2.3,2.5,2
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Male,Right,From Google,United States,1.7,3,4.8,4.4,4.1
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Other,Right,From another page on the test website,United States,1.9,2.7,3.5,3.3,4.1
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Female,Left,From another page on the test website,India,2.9,4.4,3.6,3,4.1
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Female,Right,From another page on the test website,Nepal,2.1,4.6,3.2,2.4,3.6
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Female,Right,From another page on the test website,Philippines,2.7,3.1,4.3,4,3.4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,No,Female,Right,From another page on the test website,United States,2.2,4.2,3,1.9,3.4
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Female,Right,From another page on the test website,Indonesia,3.4,4.3,3.1,3.2,4.1
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Female,Right,From another page on the test website,United States,2.2,2.4,3.8,3,4.3
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",19,Yes,Male,Right,From another page on the test website,Singapore,2.9,3.1,3.8,2.4,3.3
"Pacific (Polynesian, Micronesian, etc.)",19,No,Female,Right,Other source,United States,3.1,3,3.9,3.6,4.3
"Pacific (Polynesian, Micronesian, etc.)",19,No,Female,Right,From Google,Philippines,3,3.1,3.7,3.2,3.6
"Pacific (Polynesian, Micronesian, etc.)",19,No,Female,Right,From another page on the test website,Palau,3.6,3.3,4.4,3.4,4
"Pacific (Polynesian, Micronesian, etc.)",19,Yes,Female,Right,From another page on the test website,American Samoa,3.1,2.5,4.2,2.6,3.3
"Pacific (Polynesian, Micronesian, etc.)",19,Yes,Male,Left,From another page on the test website,United States,4.6,3.8,4.7,3.9,4.9
"Pacific (Polynesian, Micronesian, etc.)",19,No,Male,Right,From another page on the test website,Indonesia,1.5,3,3.5,3.2,3.4
"Pacific (Polynesian, Micronesian, etc.)",19,Yes,Male,Right,From another page on the test website,India,3,3.6,3.2,3.1,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Left,Other source,Malaysia,2.9,3.4,3.4,2.8,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Left,Other source,United States,4.2,1.7,3.5,3,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,China,3.7,1.8,3.9,4,3.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,2.8,3.3,3.3,2.9,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,3,3.1,3.1,3.1,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,2.9,2.6,3.5,3.8,3.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,3,3,4,3.8,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,3.1,3.8,3.7,3.8,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,2.9,3.1,3.4,4.8,2.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,2.4,4.4,3.8,3.1,2.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,3.9,3.6,3.9,3.5,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Indonesia,4.3,3.4,3.1,3.4,3.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Malaysia,3.3,3,3.7,3.8,3.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Malaysia,3.1,2.8,3.5,4.2,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Malaysia,2.9,3.3,3.5,3.5,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Malaysia,2.9,4,3.6,3.2,3.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Philippines,3.2,2.2,4,2.9,3.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,Thailand,2,2.1,4.3,1.9,4.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,2.9,3.9,4,3.8,3.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,2.3,3.8,3.9,3.6,2.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,2.6,3.9,3.6,4.1,2.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,2.7,3.4,4.2,3.3,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,3.1,2.1,4.9,3.8,4.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,Other source,United States,2.3,4.4,3.8,2,3.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,Other source,Malaysia,3,2.6,3.4,3.6,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,Other source,United States,3.4,2.9,3.9,4.3,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,Other source,United States,2.9,2.5,4.8,4.3,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Male,Both,Other source,Canada,2.1,1.7,3.2,2.2,4.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Left,Other source,Philippines,4.2,4,4.4,3.7,4.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Hong Kong,3.4,2.6,3.6,2.9,3.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,3.5,2.5,3.4,3.6,3.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,2.9,3.3,3.2,3.4,3.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,2.9,3.4,4,4.2,4.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,3.3,3.2,3.3,3,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,3,3,4.2,4.6,4.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Indonesia,2.2,3.2,3.6,3.5,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Malaysia,3.3,3.1,2.9,2.8,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Malaysia,3.5,3.5,3.6,2.9,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Malaysia,3.1,2.4,3.9,3.5,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Malaysia,3.2,3.7,3.7,2.2,3.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Philippines,3.3,4.2,4,3.8,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,Singapore,2.2,3.4,3.3,3,2.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,United States,3.3,2.6,4.2,3.7,2.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,United States,2.4,3.7,4,3.1,3.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,United States,2.6,3.9,3,4,3.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,Other source,United States,2.8,3.4,3,3.3,3.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Male,Right,Other source,United States,4.2,2.2,3.8,3.3,3.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Male,Right,Other source,United States,3.7,3.8,4.7,2.8,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,2.9,4.1,4,3.5,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Facebook,Philippines,3.4,2.5,3.8,2.5,3.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Facebook,Vietnam,2.3,3.2,2.5,2.6,3.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Facebook,Vietnam,1.9,3.9,3.5,2.7,3.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Male,Right,From Facebook,Canada,2.6,3.4,3.7,2.4,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Left,From Google,Philippines,3.2,3.4,4,4.5,4.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Left,From Google,Philippines,3.6,2.8,3.6,2.9,3.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,United Kingdom,1.7,3.1,3.9,4.2,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Indonesia,3.5,2.6,4.4,2.6,4.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Malaysia,3.3,3.8,4.2,2.7,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Malaysia,2.9,2,2.9,3.2,4.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Malaysia,1.9,2.8,3.5,3.5,3.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Malaysia,3.4,3.4,3.6,3.7,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Philippines,2.3,3.7,3.4,4.5,4.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Philippines,2.1,3.6,3.6,3.3,4.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Philippines,3.1,2.9,3.5,2.7,3.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Philippines,3.2,3.4,4.5,3.8,4.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Philippines,3,3,3.4,3.1,4.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Singapore,2.9,2.4,4.9,4.7,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Singapore,1.3,2.3,3.4,2.9,3.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,Thailand,3.4,2.9,3.3,3.1,3.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,United States,1.5,2.9,4.4,4.1,3.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,United States,2.6,3.4,3.7,3.4,2.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Female,Right,From Google,United States,2.3,2.9,4.1,2.3,2.6
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Australia,1.9,3.3,3.8,3.6,2.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Canada,2.5,4.6,3.7,3.1,4.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Canada,1.8,3.2,4,2.8,2.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Malaysia,3.7,3.3,4.4,3.5,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Malaysia,3.4,4,3.6,2.7,4.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,Singapore,3.2,4.7,3.5,3.2,3.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,United States,2.5,2.8,3.2,3.6,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,United States,1,2.3,4.3,3.5,3.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,United States,3.1,2,4.6,2.9,4.4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,United States,3.4,3.9,2.5,3,4.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,Yes,Female,Right,From Google,United States,3,4.4,4.4,3.7,3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,From Google,China,3.4,3.3,4,2.8,4
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",19,No,Male,Right,From Google,Taiwan,2.8,3.2,3.5,3.3,3.7
